ward,category,year,cost,total_spent,perc_spending
1,Sidewalk Repair,2019,267955.08,1319999.99,20.29962742651233
1,Street Resurfacing,2019,261392.74,1319999.99,19.802480453049093
1,Alleys,2020,184031.52,1320000.0,13.941781818181816
1,Misc.,2020,4700.0,1320000.0,0.3560606060606061
1,Parks,2020,75559.51,1320000.0,5.724205303030303
1,Pedestrian Infrastructure,2020,78128.19,1320000.0,5.918802272727273
1,Sidewalk Repair,2020,99933.41,1320000.0,7.570712878787879
1,Street Resurfacing,2020,877647.37,1320000.0,66.48843712121212
1,Alleys,2021,218733.81,1499999.99,14.582254097215028
1,Bicycle Infrastructure,2021,75000.0,1499999.99,5.000000033333333
1,Misc.,2021,24292.0,1499999.99,1.6194666774631112
1,Misc. CDOT,2021,660.0,1499999.99,0.044000000293333334
1,Parks,2021,324440.49,1499999.99,21.629366144195775
1,Pedestrian Infrastructure,2021,179210.39,1499999.99,11.947359412982397
1,Police Cameras,2021,12388.0,1499999.99,0.8258666721724446
1,Sidewalk Repair,2021,196404.24000000002,1499999.99,13.093616087290775
1,Street Resurfacing,2021,468871.06,1499999.99,31.258070875053807
1,Alleys,2022,541887.81,1499999.99,36.12585424083903
1,Bicycle Infrastructure,2022,300000.0,1499999.99,20.000000133333334
1,Misc.,2022,66526.0,1499999.99,4.435066696233778
1,Pedestrian Infrastructure,2022,137314.06,1499999.99,9.154270727695138
1,Sidewalk Repair,2022,209679.16,1499999.99,13.978610759857405
1,Street Redesign,2022,117435.87,1499999.99,7.82905805219372
1,Street Resurfacing,2022,127157.09,1499999.99,8.477139389847595
1,Alleys,2023,82157.95,1499999.99,5.477196703181312
1,Bicycle Infrastructure,2023,475000.0,1499999.99,31.66666687777778
1,Misc.,2023,61000.0,1499999.99,4.066666693777778
1,Misc. CDOT,2023,2081.0,1499999.99,0.13873333425822224
1,Parks,2023,100000.0,1499999.99,6.6666667111111115
1,Pedestrian Infrastructure,2023,405973.44,1499999.99,27.06489618043264
1,Sidewalk Repair,2023,20262.46,1499999.99,1.3508306756722044
1,Street Redesign,2023,68000.0,1499999.99,4.533333363555555
1,Street Resurfacing,2023,285525.14,1499999.99,19.035009460233397
2,Alleys,2012,102940.0,1319396.0,7.802054879657056
2,Lighting,2012,352600.0,1319396.0,26.724349626647342
2,Misc.,2012,245250.0,1319396.0,18.588050896016057
2,Sidewalk Repair,2012,77413.0,1319396.0,5.867305949085794
2,Street Redesign,2012,11500.0,1319396.0,0.8716109492525368
2,Street Resurfacing,2012,529693.0,1319396.0,40.14662769934122
2,Alleys,2013,34614.0,1320000.0,2.622272727272727
2,Lighting,2013,290950.0,1320000.0,22.041666666666668
2,Misc.,2013,210760.0,1320000.0,15.966666666666669
2,Pedestrian Infrastructure,2013,35377.0,1320000.0,2.6800757575757577
2,Sidewalk Repair,2013,155400.0,1320000.0,11.772727272727272
2,Street Redesign,2013,3700.0,1320000.0,0.2803030303030303
2,Street Resurfacing,2013,589199.0,1320000.0,44.636287878787876
2,Alleys,2014,4147.0,1312504.0,0.31596094183332013
2,Lighting,2014,37400.0,1312504.0,2.8495151252872373
2,Misc.,2014,183272.0,1312504.0,13.963538396835363
2,Pedestrian Infrastructure,2014,700.0,1312504.0,0.05333317079414615
2,Sidewalk Repair,2014,343523.0,1312504.0,26.17310118673924
2,Street Resurfacing,2014,743462.0,1312504.0,56.644551178510696
2,Alleys,2016,493532.0,1320000.0,37.38878787878788
2,Lighting,2016,1650.0,1320000.0,0.125
2,Misc.,2016,86933.0,1320000.0,6.585833333333333
2,Pedestrian Infrastructure,2016,6900.0,1320000.0,0.5227272727272727
2,Sidewalk Repair,2016,23669.0,1320000.0,1.7931060606060607
2,Street Redesign,2016,759.0,1320000.0,0.057499999999999996
2,Street Resurfacing,2016,706557.0,1320000.0,53.52704545454545
2,Alleys,2017,94290.95,1319999.97,7.143253950225469
2,Lighting,2017,205000.0,1319999.97,15.53030338326447
2,Misc.,2017,138375.35,1319999.97,10.482981298855636
2,Misc. CDOT,2017,19702.21,1319999.97,1.4925917005892053
2,Pedestrian Infrastructure,2017,153737.74,1319999.97,11.646798749548456
2,Police Cameras,2017,27011.0,1319999.97,2.0462879252944224
2,Sidewalk Repair,2017,41224.990000000005,1319999.97,3.1231053740099712
2,Street Redesign,2017,19890.0,1319999.97,1.5068182160640504
2,Street Resurfacing,2017,584856.47,1319999.97,44.30730934031764
2,Viaducts,2017,35911.26,1319999.97,2.7205500618306835
2,Alleys,2019,46738.57,1319999.99,3.5408007844000062
2,Lighting,2019,82052.76,1319999.99,6.216118228909987
2,Misc.,2019,25750.0,1319999.99,1.9507575905360426
2,Parks,2019,113000.0,1319999.99,8.560606125459138
2,Pedestrian Infrastructure,2019,38150.67,1319999.99,2.890202294622745
2,Police Cameras,2019,49552.0,1319999.99,3.7539394223783287
2,Sidewalk Repair,2019,14517.27,1319999.99,1.0997931901499485
2,Street Redesign,2019,90242.36,1319999.99,6.836542476034413
2,Street Resurfacing,2019,859996.36,1319999.99,65.15123988750939
2,Alleys,2020,69940.55,1319990.99,5.2985626818558815
2,Lighting,2020,359625.0,1319990.99,27.244504146198757
2,Misc.,2020,32909.61,1319990.99,2.493169290496445
2,Misc. CDOT,2020,20000.0,1319990.99,1.5151618572790408
2,Parks,2020,197000.0,1319990.99,14.924344294198555
2,Pedestrian Infrastructure,2020,23400.0,1319990.99,1.772739373016478
2,Police Cameras,2020,30325.2,1319990.99,2.297379317717919
2,Street Redesign,2020,60412.22,1319990.99,4.576714572877502
2,Street Resurfacing,2020,526378.41,1319990.99,39.87742446635943
2,Alleys,2021,28196.45,1499999.99,1.8797633458650889
2,Lighting,2021,1900.0,1499999.99,0.1266666675111111
2,Misc.,2021,14103.39,1499999.99,0.9402260062681734
2,Misc. CDOT,2021,69368.96,1499999.99,4.624597364163983
2,Parks,2021,197305.52,1499999.99,13.153701421024675
2,Pedestrian Infrastructure,2021,1300.0,1499999.99,0.08666666724444445
2,Police Cameras,2021,148215.0,1499999.99,9.881000065873334
2,Sidewalk Repair,2021,21246.31,1499999.99,1.416420676109471
2,Street Resurfacing,2021,1018364.36,1499999.99,67.89095778593972
2,Alleys,2022,191581.97,1473949.74,12.997863142877586
2,Lighting,2022,157250.0,1473949.74,10.668613435896395
2,Misc.,2022,184662.0,1473949.74,12.528378342127189
2,Misc. CDOT,2022,282343.04000000004,1473949.74,19.15554054102279
2,Parks,2022,65000.0,1473949.74,4.409919703232214
2,Pedestrian Infrastructure,2022,1050.0,1473949.74,0.07123716443682808
2,Police Cameras,2022,49552.0,1473949.74,3.3618514020701955
2,Sidewalk Repair,2022,14878.86,1473949.74,1.0094550442405181
2,Street Resurfacing,2022,527631.87,1473949.74,35.797141224096286
2,Alleys,2023,318000.0,1303166.78,24.402095332724794
2,Misc.,2023,7320.0,1303166.78,0.5617086095457405
2,Pedestrian Infrastructure,2023,64000.0,1303166.78,4.9111135260829775
2,Sidewalk Repair,2023,111298.0,1303166.78,8.540579894155988
2,Street Resurfacing,2023,802548.78,1303166.78,61.5845026374905
2,Lighting,2018,2700.0,1319999.99,0.20454545609504132
2,Misc.,2018,700.0,1319999.99,0.05303030343204775
2,Misc. CDOT,2018,15764.68,1319999.99,1.1942939484416208
2,Pedestrian Infrastructure,2018,12784.16,1319999.99,0.968496977034068
2,Police Cameras,2018,81033.0,1319999.99,6.13886368287018
2,Sidewalk Repair,2018,97105.41,1319999.99,7.356470510276292
2,Street Redesign,2018,31872.28,1319999.99,2.4145666849588387
2,Street Resurfacing,2018,1078040.46,1319999.99,81.6697324368919
2,Misc.,2015,175000.0,1295996.0,13.503128096074372
2,Pedestrian Infrastructure,2015,1550.0,1295996.0,0.11959913456523015
2,Sidewalk Repair,2015,8985.0,1295996.0,0.693289176818447
2,Street Resurfacing,2015,1110461.0,1295996.0,85.68398359254196
3,Alleys,2012,224815.0,1316459.0,17.07725041190041
3,Lighting,2012,189327.0,1316459.0,14.381534100188459
3,Misc.,2012,30079.0,1316459.0,2.284841381311533
3,Pedestrian Infrastructure,2012,550.0,1316459.0,0.041778741305274224
3,Sidewalk Repair,2012,73955.0,1316459.0,5.617721478602828
3,Street Redesign,2012,13250.0,1316459.0,1.00648785871797
3,Street Resurfacing,2012,784483.0,1316459.0,59.59038602797353
3,Alleys,2013,478382.0,1319999.0,36.24108806143035
3,Lighting,2013,240600.0,1319999.0,18.227286535823133
3,Misc.,2013,67021.0,1319999.0,5.077352331327524
3,Parks,2013,34000.0,1319999.0,2.575759527090551
3,Sidewalk Repair,2013,53026.0,1319999.0,4.017124255397163
3,Street Redesign,2013,75154.0,1319999.0,5.693489161734214
3,Street Resurfacing,2013,371816.0,1319999.0,28.167900127197065
3,Alleys,2015,241445.0,1319999.0,18.291301735834647
3,Lighting,2015,414600.0,1319999.0,31.409114703874774
3,Misc.,2015,12597.0,1319999.0,0.9543189047870491
3,Sidewalk Repair,2015,47367.0,1319999.0,3.588411809402886
3,Street Redesign,2015,70000.0,1319999.0,5.3030343204805455
3,Street Resurfacing,2015,533990.0,1319999.0,40.45381852562009
3,Alleys,2016,521425.0,1309943.0,39.80516709505681
3,Lighting,2016,42950.0,1309943.0,3.278768618176516
3,Misc.,2016,149470.0,1309943.0,11.410420148052243
3,Sidewalk Repair,2016,106239.0,1309943.0,8.110200214818507
3,Street Redesign,2016,17450.0,1309943.0,1.3321190311334157
3,Street Resurfacing,2016,472409.0,1309943.0,36.06332489276251
3,Alleys,2017,127949.31999999999,1319999.99,9.69313037646311
3,Lighting,2017,320000.0,1319999.99,24.242424426078973
3,Misc.,2017,10000.0,1319999.99,0.7575757633149679
3,Misc. CDOT,2017,87215.09,1319999.99,6.607203837933362
3,Pedestrian Infrastructure,2017,38177.57,1319999.99,2.8922401734260617
3,Police Cameras,2017,81033.0,1319999.99,6.13886368287018
3,Sidewalk Repair,2017,149368.77000000002,1319999.99,11.31581599481679
3,Street Redesign,2017,33700.0,1319999.99,2.553030322371442
3,Street Resurfacing,2017,406556.24,1319999.99,30.799715384846326
3,Viaducts,2017,66000.0,1319999.99,5.000000037878788
3,Alleys,2018,189695.74,1319999.99,14.370889502809769
3,Lighting,2018,900.0,1319999.99,0.06818181869834711
3,Misc.,2018,43700.0,1319999.99,3.31060608568641
3,Misc. CDOT,2018,28526.14,1319999.99,2.161071228492964
3,Pedestrian Infrastructure,2018,68431.68,1319999.99,5.184218221092562
3,Police Cameras,2018,27011.0,1319999.99,2.0462878942900598
3,Sidewalk Repair,2018,381182.69,1319999.99,28.877476733920275
3,Street Redesign,2018,113652.79,1319999.99,8.610059913712574
3,Street Resurfacing,2018,466899.95,1319999.99,35.37120860129704
3,Alleys,2019,177982.79,1297999.99,13.712079458490598
3,Misc.,2019,150800.0,1297999.99,11.617873741277918
3,Misc. CDOT,2019,33724.84,1297999.99,2.598215736503973
3,Pedestrian Infrastructure,2019,81625.26,1297999.99,6.288540880497233
3,Sidewalk Repair,2019,258521.93,1297999.99,19.916943913073528
3,Street Redesign,2019,16987.21,1297999.99,1.3087218898977033
3,Street Resurfacing,2019,578357.96,1297999.99,44.55762438025905
3,Alleys,2020,468250.37,1319999.99,35.47351314752662
3,Lighting,2020,4540.24,1319999.99,0.343957578363315
3,Misc.,2020,12255.0,1319999.99,0.9284090979424932
3,Misc. CDOT,2020,12433.87,1319999.99,0.941959855620908
3,Pedestrian Infrastructure,2020,99502.14,1319999.99,7.538040966197281
3,Sidewalk Repair,2020,217496.06999999998,1319999.99,16.476975124825568
3,Street Resurfacing,2020,505522.3,1319999.99,38.29714422952382
3,Alleys,2021,287685.7,1499999.99,19.17904679452698
3,Lighting,2021,137290.52,1499999.99,9.152701394351343
3,Misc.,2021,35250.0,1499999.99,2.3500000156666667
3,Misc. CDOT,2021,6336.13,1499999.99,0.42240866948272443
3,Pedestrian Infrastructure,2021,16727.48,1499999.99,1.1151653407677689
3,Police Cameras,2021,200677.0,1499999.99,13.378466755856444
3,Sidewalk Repair,2021,78100.15,1499999.99,5.2066767013778446
3,Street Resurfacing,2021,737933.01,1499999.99,49.19553432797023
3,Alleys,2022,516314.05,1499999.99,34.42093689613958
3,Lighting,2022,26257.68,1499999.99,1.75051201167008
3,Misc.,2022,43214.0,1499999.99,2.8809333525395555
3,Misc. CDOT,2022,2250.0,1499999.99,0.150000001
3,Pedestrian Infrastructure,2022,59536.759999999995,1499999.99,3.969117359794115
3,Sidewalk Repair,2022,63580.52,1499999.99,4.2387013615913425
3,Street Resurfacing,2022,788846.98,1499999.99,52.58979901726533
3,Alleys,2023,471316.49,1394565.45,33.79665615550708
3,Lighting,2023,63911.56,1394565.45,4.582901433561258
3,Misc.,2023,22439.57,1394565.45,1.6090725609185286
3,Misc. CDOT,2023,34356.740000000005,1394565.45,2.463616175203538
3,Sidewalk Repair,2023,207006.1,1394565.45,14.84377086783557
3,Street Resurfacing,2023,595534.99,1394565.45,42.703982806974025
3,Lighting,2014,551650.0,1319488.0,41.80788305767085
3,Misc.,2014,10000.0,1319488.0,0.7578697191637969
3,Sidewalk Repair,2014,87907.0,1319488.0,6.662205340253189
3,Street Redesign,2014,3700.0,1319488.0,0.28041179609060485
3,Street Resurfacing,2014,666231.0,1319488.0,50.49163008682156
4,Alleys,2012,24195.0,1319853.0,1.8331586926725933
4,Lighting,2012,9350.0,1319853.0,0.7084122246947198
4,Misc.,2012,219903.0,1319853.0,16.661173630699782
4,Parks,2012,150000.0,1319853.0,11.36490200045005
4,Sidewalk Repair,2012,198226.0,1319853.0,15.018793759608078
4,Street Resurfacing,2012,718179.0,1319853.0,54.41355969187478
4,Alleys,2013,174358.0,1318166.0,13.227317348497838
4,Lighting,2013,224400.0,1318166.0,17.023652559692785
4,Pedestrian Infrastructure,2013,550.0,1318166.0,0.041724638626698
4,Sidewalk Repair,2013,537111.0,1318166.0,40.746840686226165
4,Street Resurfacing,2013,381747.0,1318166.0,28.960464766956513
4,Alleys,2014,88529.0,1314734.0,6.733605428930871
4,Lighting,2014,109600.0,1314734.0,8.336287036008805
4,Misc.,2014,58850.0,1314734.0,4.476190621068596
4,Pedestrian Infrastructure,2014,29170.0,1314734.0,2.2186997521932192
4,Sidewalk Repair,2014,554821.0,1314734.0,42.200247350414614
4,Street Redesign,2014,7400.0,1314734.0,0.5628514969567988
4,Street Resurfacing,2014,466364.0,1314734.0,35.47211831442711
4,Alleys,2015,295545.0,1320001.0,22.38975576533654
4,Lighting,2015,4400.0,1320001.0,0.3333330808082721
4,Pedestrian Infrastructure,2015,21828.0,1320001.0,1.6536351108824918
4,Sidewalk Repair,2015,124125.0,1320001.0,9.403401967119722
4,Street Redesign,2015,140000.0,1320001.0,10.606052571172295
4,Street Resurfacing,2015,734103.0,1320001.0,55.613821504680686
4,Alleys,2016,78770.0,1254978.0,6.276604052023223
4,Lighting,2016,2100.0,1254978.0,0.16733361062903096
4,Misc.,2016,1501.0,1254978.0,0.11960369026389307
4,Pedestrian Infrastructure,2016,14782.0,1254978.0,1.1778692534849218
4,Sidewalk Repair,2016,115300.0,1254978.0,9.18741205025108
4,Street Redesign,2016,181855.0,1254978.0,14.49069226711544
4,Street Resurfacing,2016,860670.0,1254978.0,68.5804850762324
4,Alleys,2017,119225.59,1319999.99,9.03224173509274
4,Lighting,2017,28055.0,1319999.99,2.1253788039801425
4,Misc.,2017,23945.0,1319999.99,1.8140151652576906
4,Misc. CDOT,2017,4200.0,1319999.99,0.3181818205922865
4,Parks,2017,27011.0,1319999.99,2.0462878942900598
4,Pedestrian Infrastructure,2017,64411.23,1319999.99,4.8796386733305965
4,Police Cameras,2017,27011.0,1319999.99,2.0462878942900598
4,Sidewalk Repair,2017,220066.18,1319999.99,16.671680429330912
4,Street Redesign,2017,71300.0,1319999.99,5.401515192435721
4,Street Resurfacing,2017,734774.99,1319999.99,55.66477239139979
4,Alleys,2019,58877.22,1319999.99,4.46039548833633
4,Lighting,2019,55100.0,1319999.99,4.174242455865473
4,Misc. CDOT,2019,150.0,1319999.99,0.01136363644972452
4,Pedestrian Infrastructure,2019,130258.15,1319999.99,9.868041741424559
4,Sidewalk Repair,2019,90986.41,1319999.99,6.892909900703863
4,Street Resurfacing,2019,984628.21,1319999.99,74.59304677722005
4,Alleys,2020,469466.39,1319999.99,35.56563587549724
4,Lighting,2020,18500.0,1319999.99,1.4015151621326907
4,Misc.,2020,25000.0,1319999.99,1.89393940828742
4,Misc. CDOT,2020,750.0,1319999.99,0.05681818224862259
4,Pedestrian Infrastructure,2020,31552.5,1319999.99,2.3903409271995524
4,Police Cameras,2020,73446.0,1319999.99,5.564090951243114
4,Street Redesign,2020,5000.0,1319999.99,0.37878788165748395
4,Street Resurfacing,2020,696285.1,1319999.99,52.748871611733875
4,Alleys,2021,409943.97,1499999.99,27.32959818219732
4,Lighting,2021,1000.0,1499999.99,0.06666666711111112
4,Misc.,2021,35000.0,1499999.99,2.333333348888889
4,Misc. CDOT,2021,195664.71999999997,1499999.99,13.044314753628763
4,Parks,2021,81140.0,1499999.99,5.409333369395556
4,Pedestrian Infrastructure,2021,122588.9,1499999.99,8.172593387817289
4,Police Cameras,2021,214012.0,1499999.99,14.267466761783112
4,Sidewalk Repair,2021,29753.04,1499999.99,1.9835360132235735
4,Street Redesign,2021,30513.92,1499999.99,2.0342613468950757
4,Street Resurfacing,2021,380383.44,1499999.99,25.358896169059307
4,Alleys,2022,364591.82,1499999.99,24.306121495374143
4,Lighting,2022,168000.0,1499999.99,11.200000074666667
4,Misc.,2022,186705.9,1499999.99,12.4470600829804
4,Misc. CDOT,2022,55323.65,1499999.99,3.688243357921622
4,Parks,2022,75000.0,1499999.99,5.000000033333333
4,Pedestrian Infrastructure,2022,34333.07,1499999.99,2.2888713485924757
4,Sidewalk Repair,2022,112304.3,1499999.99,7.486953383246356
4,Street Redesign,2022,49486.08,1499999.99,3.2990720219938137
4,Street Resurfacing,2022,454255.17,1499999.99,30.28367820189119
4,Alleys,2023,179565.26,1499999.99,11.971017413140117
4,Lighting,2023,500.0,1499999.99,0.03333333355555556
4,Misc.,2023,308290.0,1499999.99,20.552666803684446
4,Misc. CDOT,2023,29520.36,1499999.99,1.96802401312016
4,Parks,2023,150000.0,1499999.99,10.000000066666667
4,Pedestrian Infrastructure,2023,3051.76,1499999.99,0.2034506680230045
4,Sidewalk Repair,2023,258036.08,1499999.99,17.202405448016037
4,Street Redesign,2023,31963.67,1499999.99,2.130911347539409
4,Street Resurfacing,2023,539072.86,1499999.99,35.938190906254604
4,Misc.,2018,49575.14,1319999.4000000001,3.7556941313761203
4,Misc. CDOT,2018,300.0,1319999.4000000001,0.022727283057855933
4,Pedestrian Infrastructure,2018,1300.0,1319999.4000000001,0.09848489325070904
4,Police Cameras,2018,135055.0,1319999.4000000001,10.231444044595776
4,Sidewalk Repair,2018,106220.65,1319999.4000000001,8.047022597131482
4,Street Redesign,2018,6644.0,1319999.4000000001,0.5033335621213161
4,Street Resurfacing,2018,997834.89,1319999.4000000001,75.59358663344847
4,Viaducts,2018,23069.72,1319999.4000000001,1.7477068550182673
5,Alleys,2013,28526.0,1255662.0,2.2717897013686805
5,Lighting,2013,442000.0,1255662.0,35.20055556351948
5,Misc.,2013,415002.0,1255662.0,33.050454660569486
5,Pedestrian Infrastructure,2013,7400.0,1255662.0,0.5893305682580184
5,Sidewalk Repair,2013,56674.0,1255662.0,4.513475760196614
5,Street Resurfacing,2013,306060.0,1255662.0,24.374393746087723
5,Alleys,2014,105107.0,1319891.0,7.963309091432551
5,Lighting,2014,156800.0,1319891.0,11.879768859701294
5,Misc.,2014,360973.0,1319891.0,27.348697733373438
5,Pedestrian Infrastructure,2014,8200.0,1319891.0,0.6212634225098891
5,Sidewalk Repair,2014,62510.0,1319891.0,4.7359971391577025
5,Street Redesign,2014,3700.0,1319891.0,0.28032617844958413
5,Street Resurfacing,2014,622601.0,1319891.0,47.17063757537554
5,Alleys,2015,134973.0,1156750.0,11.66829479144154
5,Lighting,2015,158100.0,1156750.0,13.667603198616815
5,Misc.,2015,2300.0,1156750.0,0.19883293710827749
5,Pedestrian Infrastructure,2015,3200.0,1156750.0,0.2766371298897774
5,Sidewalk Repair,2015,205048.0,1156750.0,17.726215690512213
5,Street Redesign,2015,5550.0,1156750.0,0.4797925221525827
5,Street Resurfacing,2015,647579.0,1156750.0,55.9826237302788
5,Alleys,2016,19079.0,957023.0,1.9935780017826112
5,Lighting,2016,171600.0,957023.0,17.93060354871304
5,Misc.,2016,101033.0,957023.0,10.557008556743149
5,Pedestrian Infrastructure,2016,6450.0,957023.0,0.6739649935268014
5,Sidewalk Repair,2016,42397.0,957023.0,4.430092066752836
5,Street Resurfacing,2016,540785.0,957023.0,56.50700139913043
5,Viaducts,2016,75679.0,957023.0,7.907751433351132
5,Alleys,2017,76525.44,1319999.99,5.7973818621013775
5,Misc.,2017,5000.0,1319999.99,0.37878788165748395
5,Sidewalk Repair,2017,81159.39,1319999.99,6.148438682942717
5,Street Redesign,2017,81263.95,1319999.99,6.156359895123939
5,Street Resurfacing,2017,1076051.21,1319999.99,81.51903167817449
5,Alleys,2018,271977.89,1319999.99,20.60438576215444
5,Lighting,2018,166500.0,1319999.99,12.613636459194216
5,Misc.,2018,16880.0,1319999.99,1.2787878884756658
5,Sidewalk Repair,2018,22153.25,1319999.99,1.6782765278657314
5,Street Resurfacing,2018,842488.85,1319999.99,63.82491336230994
5,Alleys,2019,23995.1,1319999.99,1.8178106198318986
5,Lighting,2019,410000.0,1319999.99,31.060606295913683
5,Misc.,2019,363000.0,1319999.99,27.500000208333336
5,Police Cameras,2019,74328.0,1319999.99,5.630909133567494
5,Sidewalk Repair,2019,76081.51,1319999.99,5.763750801240536
5,Street Resurfacing,2019,372595.38,1319999.99,28.226922941113052
5,Alleys,2020,24048.41,1319999.99,1.8218492562261306
5,Lighting,2020,870000.0,1319999.99,65.9090914084022
5,Pedestrian Infrastructure,2020,13299.51,1319999.99,1.0075386439965048
5,Sidewalk Repair,2020,9824.8,1319999.99,0.7443030359416897
5,Street Resurfacing,2020,402827.27,1319999.99,30.51721765543347
5,Alleys,2021,623900.21,1499999.99,41.59334761062232
5,Lighting,2021,465000.0,1499999.99,31.000000206666666
5,Misc.,2021,4700.0,1499999.99,0.3133333354222222
5,Pedestrian Infrastructure,2021,11756.85,1499999.99,0.7837900052252668
5,Police Cameras,2021,214482.0,1499999.99,14.298800095325333
5,Sidewalk Repair,2021,56135.0,1499999.99,3.7423333582822225
5,Street Resurfacing,2021,124025.93,1499999.99,8.26839538845597
5,Alleys,2022,247303.83,1401641.6600000001,17.643869831894122
5,Lighting,2022,431900.0,1401641.6600000001,30.81386721910078
5,Misc.,2022,38971.0,1401641.6600000001,2.780382540855699
5,Misc. CDOT,2022,1560.0,1401641.6600000001,0.11129806173141286
5,Pedestrian Infrastructure,2022,72786.28,1401641.6600000001,5.192930695281987
5,Police Cameras,2022,24776.0,1401641.6600000001,1.767641524011208
5,Street Resurfacing,2022,584344.55,1401641.6600000001,41.690010127124786
5,Lighting,2012,828000.0,1319999.0,62.727320247969885
5,Misc.,2012,491999.0,1319999.0,37.272679752030115
5,Lighting,2023,553913.0,1499999.87,36.92753653371983
5,Misc.,2023,4880.0,1499999.87,0.3253333615288913
5,Street Resurfacing,2023,941206.87,1499999.87,62.74713010475127
6,Alleys,2015,27230.0,1302107.0,2.091225989876408
6,Sidewalk Repair,2015,95014.0,1302107.0,7.296942570771833
6,Street Resurfacing,2015,1179863.0,1302107.0,90.61183143935175
6,Alleys,2016,93781.0,1310650.0,7.155304619845115
6,Misc.,2016,200000.0,1310650.0,15.259604013275855
6,Parks,2016,49470.0,1310650.0,3.774463052683783
6,Sidewalk Repair,2016,75933.0,1310650.0,5.793537557700377
6,Street Redesign,2016,3700.0,1310650.0,0.28230267424560335
6,Street Resurfacing,2016,887766.0,1310650.0,67.73478808224927
6,Alleys,2017,88411.77,1319999.99,6.697861414377739
